text	label
Bob’s car gets 10 kilometers per gallon.	getting
How far can he drive on 10 gallons of gas?	state_fact
Each cup contains 8 ounces.	duplication
How many ounces are in 33 cups?	state_fact
Deborah is running a marathon.	state_fact
She can run 4 miles in an hour.	state_fact
How long will it take her to run 26 miles?	transfer_goods_positive
Mrs. hilt had 43 cents.	possess
She bought a pencil for 20 cents and a piece of candy for 5 cents.	transfer_money
How much money did she have left?	possess
On tuesday, mrs. hilt saw 88 raisins on a tray in the cafeteria.	state_fact
That was 8 more raisins than she saw the day before.	addition
How many raisins were on the table on monday?	state_fact
Mrs. hilt bought carnival tickets.	transfer_money
The tickets cost $1 for 4 tickets.	state_fact
If mrs. hilt bought 12 tickets, how much did she pay?	transfer_money
Mrs. hilt bought 3 pizzas for $8 each.	transfer_money
What was the total amount she paid for the three pizzas?	state_fact
Mrs. hilt saw 21 snakes, 11 alligators, 36 frogs, and 57 bears.	state_fact
How many reptiles did mrs. hilt see?	state_fact
Susie used 0.75 cup of sugar in a batch of brownies.	use_resource
What fraction of a cup did she use?	use_resource
In mr. brown’s class 2/4 of the students like chocolate ice cream.	state_fact
What percent of the students like chocolate ice cream?	state_fact
Vicky gave away 4/5 of her beanie baby collection.	transfer_goods_negative
What percent of her collection did she give away?	transfer_goods_negative
Andrew spent three day working on his science report.	transfer_money
He worked for 2.5 hours each day.	duplication
How many hours did he work?	state_fact
A driving class begins at 9:15 a.m.	state_fact
It lasts for 4 hours and 30 minutes.	state_fact
At what time will the class end?	state_fact
Joe had fifty toy cars.	possess
If he gets twelve more cars, how many cars will he have then?	getting
Maria had twenty-five pieces of gum.	possess
Tommy gave her sixteen more pieces.	transfer_goods_negative
Luis gave her twenty more pieces.	transfer_goods_negative
How many pieces of gum does maria have now?	possess
There are sixty-four pigs in the barn.	existence
Some more come to join them.	addition
Now there are eighty-six pigs.	existence
How many pigs came to join them?	state_fact
Rosa had sixty-seven flowers.	possess
Andre gave her some more flowers.	transfer_goods_negative
Now, rosa has ninety flowers.	possess
How many flowers did andre give to rosa?	transfer_goods_negative
Adolfo made a tower with thirty-five blocks.	state_fact
He added some more blocks and now he has sixty-five blocks.	add_to_group
How many did he have to add?	possess
Lucy put sixty-eight shells in her bucket.	add_to_group
She found some more shells and now she has eighty-nine shells.	getting
How many more did she find?	addition
Hugo had seventy-nine stickers in his sticker book.	possess
He got some more to add to his book and now he has one hundred-twenty stickers.	getting
How many did he add to his book?	add_to_group
Ellen had 2,080 legos, but she lost 17 legos.	possess
How many legos does she have now?	possess
Arthur baked 115 muffins.	state_fact
James baked 12 times as many.	state_fact
How many muffins did james bake?	state_fact
There are 14,240 books in a library.	existence
They are arranged on shelves that hold 8 books each.	contain
How many shelves are in the library?	state_fact
Willy has 1,850 crayons.	possess
Lucy has 739 crayons.	possess
How many more crayons does willy have than lucy?	addition
Brad has 10,000 balloons.	possess
626 of them are red and the rest are green.	state_fact
How many green balloons does brad have?	possess
You have 2/4 of a pizza and you want to share it equally between 2 people.	possess
How much of the pizza does each person get?	duplication
A baker is making cakes for a big party.	state_fact
She uses 1/4 cup of oil for each cake.	use_resource
How many cakes can she make if she has a bottle of oil that has 6 cups in it?	create
The serving size for the granola that ted likes to eat for breakfast is 3/4 cup.	use_resource
How many servings are there in a box that holds 13 cups?	contain
How many 1/2 cup servings are in a package of cheese that contains 5 1/4 cups altogether?	aggregate
Mrs. murphy's class is making pillow cases.	state_fact
Each pillow case uses 3/4 of a yard of fabric.	duplication
How many pillow cases can they make out of 12 1/2 yards of fabric?	create
A book shelf is 3 1/2 feet long.	state_fact
Each book on the shelf is 5/8 inches wide.	duplication
How many books will fit on the shelf?	state_fact
A cake recipe requires 1 2/3 cup of sugar for the frosting and 2/3 cup of sugar for the cake.	require
How much sugar is that altogether?	total
1/10 of the m&m’s in a bag are red and 3/10 are blue.	state_fact
What fraction of all the m&m’s are red and blue?	state_fact
You give 2/7 of a pan of brownies to susan and 1/7 of the pan of brownies to patrick.	transfer_goods_negative
How much of the pan of brownies did you give away?	transfer_goods_negative
You go out for a long walk.	motion
You walk 3/4 mile and then sit down to take a rest.	motion
Then you walk 1/4 of a mile.	motion
How far did you walk altogether?	motion
Pam walks 7/8 of a mile to school.	motion
Paul walks 3/8 of a mile to school.	motion
How much farther does pam walk than paul?	motion
A school wants to make a new playground by cleaning up an abandoned lot that is shaped like a rectangle.	create
They give the job of planning the playground to a group of students.	transfer_goods_negative
The students decide to use 3/8 of the playground for a basketball court and 4/8 of the playground for a soccer field.	choose
How much is left for the swings and play equipment?	existence
Rachel is third in line.	state_fact
Julie is 2 spots in front of her.	state_fact
What place in line is julie?	addition
Bryan has 50 skittles.	possess
Ben has 20 m&m’s.	possess
Who has more?	possess
It takes 20 minutes to cook pizza.	transfer_goods_positive
If jack wants to eat at 6:30 what time should he put it in the oven?	use_resource
It takes 15 minutes for michael to get to edgewood.	transfer_goods_positive
If michael arrives at 8:30, what time did michael leave to get there?	getting
The train left for the station at 9:45 and arrived at 10:00.	existence
How long did it take?	transfer_goods_positive
14 birds were sitting in a tree.	state_fact
21 more birds flew up to the tree.	addition
How many birds were there altogether in the tree?	total
29 birds were sitting in a tree.	state_fact
Some more fly up to the tree.	addition
Then there were 42 birds in the tree.	existence
How many more flew up to the tree?	addition
Beth has 74 crayons.	possess
She gives 25 of them away to jen.	transfer_goods_negative
How many crayons does beth have left?	possess
Cindy’s mom baked 41 cookies.	state_fact
Paul’s dad baked 38 cookies.	state_fact
They both brought them to school for a party.	state_fact
How many cookies did they have altogether?	possess
18 children were riding on the bus.	state_fact
At the bus stop, some more children got on the bus.	addition
Then there were 25 children altogether on the bus.	total
How many children got on the bus at the bus stop?	getting
If you have 2 quarters, 5 dimes, and 4 nickels, how much money do you have?	possess
The puppet show begins at 2:00 p.m.	state_fact
It lasts 1 hour and 30 minutes.	state_fact
What time does it end?	state_fact
John’s birthday is january 20th.	state_fact
His sister’s birthday comes 14 days later.	state_fact
When is his sister’s birthday?	state_fact
How many quarters equal $2.25?	state_fact
Kate has 223 pennies.	possess
John has 388 pennies.	possess
How many more pennies does john have?	addition
Randy has 78 blocks.	possess
He uses 19 blocks to build a tower.	use_resource
How many blocks are left?	existence
Hailey’s bus is third in line.	state_fact
Danny’s bus is 3 buses behind hers.	state_fact
What place in line is danny’s bus?	addition
Alex has 5 dimes, 4 nickels and one penny.	possess
Does he have enough to buy a hat that costs 90 cents?	possess
Gino has 15 brown bears, 24 white bears, and 27 black bears.	possess
How many bears does gino have?	possess
Rob has seven quarters, three dimes, five nickels, and twelve pennies.	possess
How much money does rob have?	possess
Morgan has 65 red pens, 45 blue pens, and 58 black pens.	possess
How many pens does she have?	possess
Adi bought a pencil for 35 cents.	transfer_money
He paid with a one-dollar bill.	state_fact
How much change will he get?	getting
Mrs. hilt met with 120 fourth-graders.	state_fact
If three-quarters of those students were girls, how many boys were at the meeting?	state_fact
Mrs. hilt bought four strings of holiday garland that were 12 feet long.	transfer_money
She needs 45 feet of garland to string on her post.	require
Does she have enough garland?	possess
If not, how much extra does she need?	require
If so, how much extra does she have?	possess
Mrs. hilt had a $20.00 bill.	possess
If pens cost 10 cents each	state_fact
How much is each payment?	duplication
Mrs. hilt bought some foods to make a fruit salad.	transfer_money
She spent $15.50 for a bag of apples, $30.00 for a box of oranges, $27.25 for a bag of tangerines and $8.00 on a bag of nuts.	transfer_money
She paid the clerk with a $100.00.	state_fact
How much change will mrs. hilt receive?	transfer_goods_positive
Mrs. hilt bought 3 hotdogs, 2 servings of nachos, and 4 pizzas.	transfer_money
Each of the items cost $1.50.	duplication
How much did she pay for all the food?	transfer_money
Mrs. hilt bought 4 pizzas with 8 slices each.	transfer_money
She and her friends ate 21 slices of the pizza.	use_resource
How many slices were left?	existence
Mrs. hilt gave $0.50 to each fourth grader.	transfer_goods_negative
If there are 69 fourth graders,	existence
How much money did mrs. hilt give away?	transfer_goods_negative
Mrs. hilt ate 1.5 personal pizzas every school day except thursday (she wanted to save room for ice cream!)	use_resource
How many total pizzas did she eat that week?	use_resource
Ashton has 2 boxes of pencils with 14 pencils in each box.	possess
He gave 6 pencils to his brother.	transfer_goods_negative
How many pencils are left with ashton?	existence
There are 96 students in a class, out of which 43 are girls.	existence
On friday, 2 girls and 3 boys were absent.	state_fact
How many boys were present on friday?	state_fact
Ellen went to a garage sale to buy chairs.	motion
Each chair cost 15 dollars.	duplication
How much money did ellen spend for the 12 chairs she bought?	transfer_money
3-toed sloths have four legs.	possess
How many toes would 25 sloths have?	possess
Albert has two snakes.	possess
The garden snake is 10 inches long.	state_fact
The boa constrictor is 7 times longer than the garden snake.	duplication
How long is the boa constrictor?	state_fact
Albert’s cabbage patch has 12 rows of cabbage.	possess
In each row, there are 15 heads of cabbage.	duplication
How many heads of cabbage does albert have in all?	possess
Marie can bike at a speed of 12 miles an hour.	state_fact
How far can she bike in 31 hours?	state_fact
Tammy drove 55 miles in one hour.	state_fact
At that rate, how many hours are required to complete 110 miles?	require
Jeff swims 20 laps every day.	motion
How many laps will he swim in six weeks?	motion
Mary beth could jump 42 times each minute.	motion
How many times could she jump in two hours?	duplication
Rob could run 7 miles in one hour.	state_fact
At that rate, how far could rob run in one day?	state_fact
It takes 4 apples to make 1 pie.	transfer_goods_positive
How many apples does it take to make 504 pies?	transfer_goods_positive
Haruto has tomato plants in his backyard.	possess
This year total 127 tomatoes grew.	create
Birda have eaten 19 tomatoes.	possess
23 tomatoes were ruined by bugs.	state_fact
He picked the rest.	choose
How many tomatoes did haruto pick?	choose
Summer day camp is about to begin.	state_fact
Today 132 boys signed up and 219 childen signed up in total.	state_fact
How many girls did sign up for the summer camp?	state_fact
I want to buy pencils for 18 rupees.	transfer_money
Each pencil costs 1 rupee.	duplication
I have just 10-rupee notes and 1-rupee coins.	possess
How many notes and coins should i give you?	transfer_goods_negative
An airplane hangar is 300 feet long.	state_fact
How many planes can fit into it, end to end, if each plane is 40 feet long?	duplication
It takes 3 eggs to make a cake.	transfer_goods_positive
How many cakes can you make with 37 eggs?	create
105 people are going to a movie.	state_fact
6 people can ride in each car.	motion
How many cars are needed to get all 105 people to the movie?	require
Ms. baker has 17 cupcakes.	possess
She wants to share them equally among her 3 children so that no one gets more than anyone else.	use_resource
If she gives each child as many cupcakes as possible, how many cupcakes will be left over for ms. baker to eat?	transfer_goods_negative
89 cookies are being shared equally among 4 people.	state_fact
How many does each person get?	duplication
Sammy put his toys into boxes.	add_to_group
He put 250 toys equally into five boxes.	add_to_group
How many toys did each box have?	duplication
My dog had some bones.	possess
Then, he dug up 367 bones.	state_fact
Now he has 860 bones.	possess
How many bones did he start with?	possess
Jazmin had 1,209 dolls and geraldine had 2,186 dolls.	possess
If they put their dolls together, how many would they have?	add_to_group
Joel was walking in the park and saw a flock of 5,362 birds flying.	state_fact
How many total wings were in the flock?	state_fact
Mariela was in the hospital and she got 403 get well cards from around the country.	getting
When she got home she got 287 more cards from friends and family.	getting
How many get well cards did mariela get?	getting
Cody is 14 years old.	state_fact
His grandmother is 6 times as old as he is.	duplication
How old is cody’s grandmother?	state_fact
Darnay bought some new clothes.	transfer_money
He bought eighteen shirts that cost $8 each, nineteen pants that cost $9 each, and thirteen jackets that cost $10 each.	transfer_money
How much did he spend in all?	transfer_money
I counted all the pockets i had on my clothes today.	possess
Altogether i had twenty-seven ockets.	total
I had eight on my shirt and fourteen on my pants.	possess
How many pockets were on my jacket?	state_fact
Arcadia had 622 people before it became a stop on the railroad.	possess
Now, there are 487 more people living there.	addition
How many people live in arcadia now ?	contain
To build a new store, bob's construction needs 48 ceiling tiles.	create
The ceiling tiles come in packages of 8	state_fact
How many packages should the construction company buy ?	transfer_money
A large company is hosting a conference.	state_fact
So far, a total of 829 people have signed up, including 102 from the united states.	possess
How many people from other countries have signed up ?	possess
Joel bought 2 bags of marbles.	transfer_money
There were 47 marbles in each bag.	duplication
How many marbles did joel buy ?	transfer_money
Shannon runs her own baking company.	possess
This morning, shannon's workers baked 507 pecan pies.	state_fact
They also baked some more after lunch.	state_fact
In total, they baked 592 pecan pies.	state_fact
How many pecan pies did shannon's workers bake after lunch ?	state_fact
Wendy works in the kitchen of a mexican restaurant.	state_fact
Over the weekend, she washed 774 small plates and 53 large plates.	state_fact
How many plates did she wash over the weekend ?	state_fact
To fill an order, the factory dyed 802 yards of silk white and 83 yards pink.	state_fact
How many yards of silk did it dye for that order ?	state_fact
Since he was hired, a chef has served 583 adults and 29 children.	possess
What is the total number of guests served ?	use_resource
The dover public library used a grant to purchase 121 books.	use_resource
Now the library has a total of 528 books.	possess
How many books did the library have before the grant ?	possess
The school party committee has $40 to buy ice cream.	possess
Each carton of ice cream costs $4	duplication
How many cartons can the committee buy ?	transfer_money
A family and a couple live together in a duplex.	contain
Last year, the family used 730 kilowatts of electricity and the couple used 24 kilowatts.	use_resource
In total, how many kilowatts did they use last year ?	use_resource
A restaurant has $50 to buy new plates.	possess
The cost of each plate is $5	state_fact
How many plates will the restaurant be able to buy ?	transfer_money
At a local school, 8 students each wrote 13 letters to students in another country.	duplication
How many letters were written in all ?	state_fact
The fairview library has $90 to buy science magazines.	possess
If each magazine costs $9, how many magazines will the library be able to buy ?	duplication
Tyler's donut shop needs to pack 84 donuts in boxes.	require
Each box holds 7 donutshow many boxes does the shop need ?	duplication
How many boxes does the shop need ?	require
A school needs to buy 12 pencils for its students.	require
The pencils come in packages of 6	state_fact
How many packages should the school buy ?	transfer_money
A farmer needs to water a new potato field.	require
To do so, he builds an irrigation system using 127 plastic pipes and 39 metal pipes.	state_fact
How many pipes does he use ?	use_resource
Jodie won an award because she wrote 723 popular songs.	state_fact
However, she also wrote 235 songs that weren't popular.	state_fact
How many songs did jodie write ?	state_fact
Ben's car broke and he used $16 from his savings to have it repaired.	use_resource
After that, he had $830 left in savings.	possess
How much money did ben save before his car broke ?	state_fact
She counted her crayons and found out that she has 80 crayons which she will place in crayon boxes.	getting
Every crayon box can contain 8 crayons.	duplication
How many crayon boxes does she need ?	require
A pile of clean white paper was stacked in the corner of her room.	add_to_group
She decided to place these papers in paper envelopes which can contain 10 white papers.	addition
How many paper envelopes does she need if she has 120 clean white papers ?	require
Lexie’s younger brother helped pick up all the paper clips in lexie’s room.	choose
He was able to collect 81 paper clips.	gather
He wants to distribute the paper clips in 9 boxeshow many paper clips will each box contain ?	separate_entities
How many paper clips will each box contain ?	duplication
Andrew’s 4 friends decided to bring food as well.	state_fact
Each of them brought 4 slices of pizza	duplication
How many slices of pizza do they have in total ?	possess
Lastly, andrew tried to compute his expenses for the game night.	state_fact
He spent $9.00 for each game they played	transfer_money
They played a total of 5 games	state_fact
How much money did he spend that night ?	transfer_money
To have a more stable treehouse, charlie’s father decided to tie the corner posts of the house to the tree itself.	possess
He used 24 inches of rope for the first post, 20 inches on the second, 14 inches on the third and 12 inches on the fourth.	use_resource
How many inches of rope were used ?	use_resource
You have 24 cookies and want to share them equally with 6 people.	possess
How many cookies would each person get?	duplication
You are reading a book with 120 pages.	state_fact
If you want to read the same number of pages each night, how many would you have to read each night to finish in 10 days?	duplication
A cereal box holds 18 cups of cereal.	contain
Each serving is 2 cups.	duplication
How many servings are in the whole box?	total
A box of books weighs 42 pounds.	state_fact
Each book weighs 3 pounds.	duplication
How many books are there in the box?	existence
Sue’s mother made 75 cookies.	state_fact
She put the cookies in bags, with 3 cookies in each bag.	add_to_group
How many bags could she fill up?	state_fact
Megan had 49 markers.	possess
Robert gave her 39 more markers.	transfer_goods_negative
How many markers does megan have altogether?	possess
Each cd rack holds 8 cds.	duplication
A shelf can hold four racks.	contain
How many total cds can fit on the shelf?	state_fact
Carla has some marbles.	possess
She bought 134 marbles.	transfer_money
Now she has 187 marbles.	possess
How many did she start with?	possess
Paco had 35 cookies.	possess
He ate 6 of them.	use_resource
How many cookies did paco have left?	possess
Kelly has 50 nintendo games.	possess
How many does she need to give away so that she will have 35 games left?	require
Connie had some marbles.	possess
She gave 73 to juan.	transfer_goods_negative
Now she has 70 marbles left.	possess
How many did she have to start with?	possess
Mrs. hilt bought some foods to make a fruit salad.	transfer_money
She spent $15.50 for a bag of apples, $30.00 for a box of oranges, $27.25 for a bag of tangerines and $8.00 on a bag of nuts.	transfer_money
She paid the clerk with a $100.00.	state_fact
How much change will mrs. hilt receive?	transfer_goods_positive
Mrs. hilt bought 3 hotdogs, 2 servings of nachos, and 4 pizzas.	transfer_money
Each of the items cost $1.50.	duplication
How much did she pay for all the food?	transfer_money
Mrs. hilt bought 4 pizzas with 8 slices each.	transfer_money
She and her friends ate 21 slices of the pizza.	use_resource
How many slices were left?	existence
Mrs. hilt gave $0.50 to each fourth grader.	transfer_goods_negative
If there are 69 fourth graders, how much money did mrs. hilt give away?	transfer_goods_negative
Mrs. hilt ate 1 ½ personal pizzas every school day except thursday (she wanted to save room for ice cream!)	use_resource
How many total pizzas did she eat that week?	use_resource
Mrs. hilt bought 6 hot dogs.	transfer_money
Each hot dog cost 50 cents.	duplication
How much money did she pay for all of the hot dogs?	transfer_money
Mrs. hilt reads 13 books on every day that starts with the letters t and s. how many books does she read in one week?	duplication
Mrs. hilt has 50 cents.	possess
A pencil costs 5 cents.	state_fact
How many pencils can she buy with the money she has?	transfer_money
Mrs. hilt saw 33 butterflies.	state_fact
Some of the butterflies were red and others were orange.	state_fact
If 20 of the butterflies were orange, how many of them were red?	state_fact
Mrs. hilt bought a pencil for 17 cents.	transfer_money
She used exactly 4 coins to buy the pencil.	use_resource
What coins did she use?	use_resource
Your class had a pizza party.	possess
3/8 of one pizza was left over, and 4/8 of another pizza was left over.	existence
You put them both into one box.	add_to_group
How much pizza do you have altogether?	possess
A cake recipe requires 3/5 cup of sugar for the frosting and 1/5 cup of sugar for the cake.	require
How much sugar is that altogether?	total
You walk 3/10 of a mile to your friend’s house, and then 5/10 of a mile to school.	motion
How far did you walk altogether?	motion
After a party, 5/8 of the cake is left over.	existence
That night, big brother eats 2/8 of the cake.	use_resource
How much is left over after that?	existence
You have 7 5/8 feet of yarn to make a bracelet.	possess
You only use 4 1/8 feet for the bracelet.	use_resource
How much yarn is left over?	existence
